epoch,steps,cosine-Accuracy@1,cosine-Accuracy@3,cosine-Accuracy@5,cosine-Accuracy@10,cosine-Precision@1,cosine-Recall@1,cosine-Precision@3,cosine-Recall@3,cosine-Precision@5,cosine-Recall@5,cosine-Precision@10,cosine-Recall@10,cosine-MRR@10,cosine-NDCG@10,cosine-MAP@100
-1,-1,0.5262237762237763,0.8234265734265734,0.9213286713286714,0.9877622377622378,0.5262237762237763,0.5262237762237763,0.2744755244755245,0.8234265734265734,0.18426573426573423,0.9213286713286714,0.09877622377622376,0.9877622377622378,0.6908626096126096,0.7637704048338626,0.6913793046026951
