epoch,steps,cosine-Accuracy@1,cosine-Accuracy@3,cosine-Accuracy@5,cosine-Accuracy@10,cosine-Precision@1,cosine-Recall@1,cosine-Precision@3,cosine-Recall@3,cosine-Precision@5,cosine-Recall@5,cosine-Precision@10,cosine-Recall@10,cosine-MRR@10,cosine-NDCG@10,cosine-MAP@100
-1,-1,0.4125874125874126,0.6590909090909091,0.7674825174825175,0.8513986013986014,0.4125874125874126,0.4125874125874126,0.21969696969696967,0.6590909090909091,0.15349650349650346,0.7674825174825175,0.08513986013986012,0.8513986013986014,0.5587273837273834,0.6296491243372861,0.5646157383214885
